# step Etot Epot T p 
2589 -8820.2257 -8820.2257 0.0 458.2138 
2590 -8820.2258 -8820.2258 0.0 458.2127 
2591 -8819.1071 -8819.1071 0.0 459.9398 
2592 -8820.6638 -8820.6638 0.0 458.8182 
2593 -8820.6501 -8820.6501 0.0 458.9314 
2594 -8820.6639 -8820.6639 0.0 458.8295 
2595 -8820.6639 -8820.6639 0.0 458.8259 
2596 -8820.664 -8820.664 0.0 458.8248 
2597 -8820.664 -8820.664 0.0 458.8241 
2598 -8820.664 -8820.664 0.0 458.8248 
2599 -8819.5084 -8819.5084 0.0 459.7222 
2600 -8821.1036 -8821.1036 0.0 459.1412 
2601 -8821.0884 -8821.0884 0.0 459.2007 
2602 -8821.1035 -8821.1035 0.0 459.1472 
2603 -8821.1036 -8821.1036 0.0 459.143 
2604 -8821.1036 -8821.1036 0.0 459.1412 
2605 -8820.0839 -8820.0839 0.0 457.6004 
2606 -8821.5751 -8821.5751 0.0 458.5985 
2607 -8821.5612 -8821.5612 0.0 458.5003 
2608 -8821.5751 -8821.5751 0.0 458.5887 
2609 -8821.5752 -8821.5752 0.0 458.593 
2610 -8821.5752 -8821.5752 0.0 458.5941 
2611 -8819.5159 -8819.5159 0.0 459.8719 
2612 -8821.9592 -8821.9592 0.0 458.979 
2613 -8821.9362 -8821.9362 0.0 459.0729 
2614 -8821.9592 -8821.9592 0.0 458.9884 
2615 -8821.9593 -8821.9593 0.0 458.9811 
2616 -8821.9592 -8821.9592 0.0 458.9809 
2617 -8821.9593 -8821.9593 0.0 458.9811 
2618 -8819.1825 -8819.1825 0.0 458.7106 
2619 -8822.334 -8822.334 0.0 458.9433 
2620 -8818.8379 -8818.8379 0.0 460.0718 
2621 -8822.7302 -8822.7302 0.0 459.2567 
2622 -8820.5581 -8820.5581 0.0 461.6171 
2623 -8823.1857 -8823.1857 0.0 459.983 
2624 -8821.2436 -8821.2436 0.0 462.231 
2625 -8823.6222 -8823.6222 0.0 460.684 
2626 -8823.5994 -8823.5994 0.0 460.8442 
2627 -8823.6219 -8823.6219 0.0 460.7001 
2628 -8823.6222 -8823.6222 0.0 460.6856 
2629 -8821.3921 -8821.3921 0.0 459.6087 
2630 -8824.0176 -8824.0176 0.0 460.413 
2631 -8823.9913 -8823.9913 0.0 460.3393 
2632 -8824.0173 -8824.0173 0.0 460.4058 
2633 -8824.0175 -8824.0175 0.0 460.4124 
2634 -8822.3146 -8822.3146 0.0 460.2638 
2635 -8824.4527 -8824.4527 0.0 460.3934 
2636 -8824.4308 -8824.4308 0.0 460.3862 
2637 -8824.4525 -8824.4525 0.0 460.3928 
2638 -8824.4528 -8824.4528 0.0 460.3934 
2639 -8822.7143 -8822.7143 0.0 459.3988 
2640 -8824.8947 -8824.8947 0.0 460.1132 
2641 -8824.8743 -8824.8743 0.0 460.0469 
2642 -8824.8946 -8824.8946 0.0 460.1066 
2643 -8824.8948 -8824.8948 0.0 460.1116 
2644 -8824.8947 -8824.8947 0.0 460.1117 
2645 -8824.8948 -8824.8948 0.0 460.1116 
2646 -8822.3423 -8822.3423 0.0 457.5965 
2647 -8825.2979 -8825.2979 0.0 459.4684 
2648 -8825.2683 -8825.2683 0.0 459.2899 
2649 -8825.2977 -8825.2977 0.0 459.4506 
2650 -8825.2979 -8825.2979 0.0 459.4666 
2651 -8822.7654 -8822.7654 0.0 460.8811 
2652 -8825.6898 -8825.6898 0.0 459.8802 
2653 -8823.5146 -8823.5146 0.0 461.0197 
2654 -8826.121 -8826.121 0.0 460.2421 
2655 -8824.0064 -8824.0064 0.0 461.0772 
2656 -8826.5651 -8826.5651 0.0 460.5203 
2657 -8826.5401 -8826.5401 0.0 460.5828 
2658 -8826.5647 -8826.5647 0.0 460.5267 
2659 -8826.5651 -8826.5651 0.0 460.5209 
2660 -8824.5939 -8824.5939 0.0 457.9613 
2661 -8826.9789 -8826.9789 0.0 459.7984 
2662 -8826.9562 -8826.9562 0.0 459.6206 
2663 -8826.9787 -8826.9787 0.0 459.7807 
2664 -8826.9789 -8826.9789 0.0 459.7965 
2665 -8825.6904 -8825.6904 0.0 459.0852 
2666 -8827.4232 -8827.4232 0.0 459.5805 
2667 -8827.4075 -8827.4075 0.0 459.5344 
2668 -8827.4232 -8827.4232 0.0 459.5759 
2669 -8827.4233 -8827.4233 0.0 459.579 
2670 -8827.4233 -8827.4233 0.0 459.5792 
2671 -8827.4233 -8827.4233 0.0 459.579 
2672 -8826.6354 -8826.6354 0.0 457.42 
2673 -8827.8931 -8827.8931 0.0 458.7788 
2674 -8827.88 -8827.88 0.0 458.646 
2675 -8827.8926 -8827.8926 0.0 458.7657 
2676 -8827.8931 -8827.8931 0.0 458.7775 
2677 -8827.8931 -8827.8931 0.0 458.7788 
2678 -8827.2154 -8827.2154 0.0 458.9446 
2679 -8828.3466 -8828.3466 0.0 458.8607 
2680 -8828.3347 -8828.3347 0.0 458.8719 
2681 -8828.3464 -8828.3464 0.0 458.8618 
2682 -8828.3466 -8828.3466 0.0 458.8608 
2683 -8828.3466 -8828.3466 0.0 458.8607 
2684 -8827.6794 -8827.6794 0.0 460.8209 
2685 -8828.7672 -8828.7672 0.0 459.6328 
2686 -8828.7577 -8828.7577 0.0 459.7539 
2687 -8828.7671 -8828.7671 0.0 459.645 
2688 -8828.7672 -8828.7672 0.0 459.6344 
2689 -8828.3568 -8828.3568 0.0 458.5115 
2690 -8829.2035 -8829.2035 0.0 459.184 
2691 -8829.1951 -8829.1951 0.0 459.1191 
2692 -8829.2032 -8829.2032 0.0 459.1776 
2693 -8829.2034 -8829.2034 0.0 459.1833 
2694 -8829.2035 -8829.2035 0.0 459.184 
2695 -8828.8635 -8828.8635 0.0 457.3503 
2696 -8829.6276 -8829.6276 0.0 458.4197 
2697 -8829.6206 -8829.6206 0.0 458.3147 
2698 -8829.6276 -8829.6276 0.0 458.4092 
2699 -8829.6277 -8829.6277 0.0 458.4172 
2700 -8829.4782 -8829.4782 0.0 456.5546 
2701 -8830.0702 -8830.0702 0.0 457.5718 
2702 -8830.064 -8830.064 0.0 457.4722 
2703 -8830.0704 -8830.0704 0.0 457.5617 
2704 -8830.0703 -8830.0703 0.0 457.5637 
2705 -8830.0704 -8830.0704 0.0 457.5617 
2706 -8829.8388 -8829.8388 0.0 456.7714 
2707 -8830.4779 -8830.4779 0.0 457.2304 
2708 -8830.472 -8830.472 0.0 457.1865 
2709 -8830.4779 -8830.4779 0.0 457.226 
2710 -8830.4779 -8830.4779 0.0 457.2296 
2711 -8830.4779 -8830.4779 0.0 457.2304 
2712 -8830.2336 -8830.2336 0.0 456.9635 
2713 -8830.8831 -8830.8831 0.0 457.1294 
2714 -8830.8768 -8830.8768 0.0 457.1147 
2715 -8830.8831 -8830.8831 0.0 457.1279 
2716 -8830.8832 -8830.8832 0.0 457.1292 
2717 -8830.6469 -8830.6469 0.0 457.5452 
2718 -8831.2866 -8831.2866 0.0 457.3299 
2719 -8831.2797 -8831.2797 0.0 457.3537 
2720 -8831.2866 -8831.2866 0.0 457.3323 
2721 -8831.2867 -8831.2867 0.0 457.3302 
2722 -8830.8308 -8830.8308 0.0 457.4398 
2723 -8831.6611 -8831.6611 0.0 457.3911 
2724 -8831.2199 -8831.2199 0.0 456.1592 
2725 -8832.0558 -8832.0558 0.0 456.9062 
2726 -8831.2556 -8831.2556 0.0 456.2015 
2727 -8832.4274 -8832.4274 0.0 456.6734 
2728 -8831.031 -8831.031 0.0 457.153 
2729 -8832.7763 -8832.7763 0.0 456.848 
2730 -8832.7588 -8832.7588 0.0 456.8841 
2731 -8832.7759 -8832.7759 0.0 456.8518 
2732 -8832.7763 -8832.7763 0.0 456.8484 
2733 -8830.8952 -8830.8952 0.0 455.7154 
2734 -8833.1258 -8833.1258 0.0 456.5601 
2735 -8833.1041 -8833.1041 0.0 456.4829 
2736 -8833.1255 -8833.1255 0.0 456.5525 
2737 -8833.1258 -8833.1258 0.0 456.5593 
2738 -8831.4346 -8831.4346 0.0 455.4444 
2739 -8833.4899 -8833.4899 0.0 456.2594 
2740 -8833.4698 -8833.4698 0.0 456.1842 
2741 -8833.4899 -8833.4899 0.0 456.2519 
2742 -8833.49 -8833.49 0.0 456.2577 
2743 -8833.4899 -8833.4899 0.0 456.2581 
2744 -8833.49 -8833.49 0.0 456.2577 
2745 -8832.1619 -8832.1619 0.0 456.1777 
2746 -8833.8856 -8833.8856 0.0 456.2577 
2747 -8833.8693 -8833.8693 0.0 456.2544 
2748 -8833.8857 -8833.8857 0.0 456.2574 
2749 -8833.8857 -8833.8857 0.0 456.2575 
2750 -8833.8858 -8833.8858 0.0 456.2575 
2751 -8833.8858 -8833.8858 0.0 456.2575 
2752 -8833.8858 -8833.8858 0.0 456.2576 
2753 -8833.8858 -8833.8858 0.0 456.2576 
2754 -8833.8858 -8833.8858 0.0 456.2576 
2755 -8833.8858 -8833.8858 0.0 456.2576 
2756 -8832.4573 -8832.4573 0.0 455.1882 
2757 -8834.2453 -8834.2453 0.0 455.9531 
2758 -8834.2278 -8834.2278 0.0 455.8819 
2759 -8834.245 -8834.245 0.0 455.9462 
2760 -8834.2454 -8834.2454 0.0 455.9524 
2761 -8834.2454 -8834.2454 0.0 455.9517 
2762 -8833.0792 -8833.0792 0.0 455.6637 
2763 -8834.6105 -8834.6105 0.0 455.8809 
2764 -8834.5952 -8834.5952 0.0 455.8636 
2765 -8834.6105 -8834.6105 0.0 455.8791 
2766 -8834.6106 -8834.6106 0.0 455.8799 
2767 -8834.6106 -8834.6106 0.0 455.8801 
2768 -8834.6106 -8834.6106 0.0 455.8802 
2769 -8834.6106 -8834.6106 0.0 455.8802 
2770 -8834.6106 -8834.6106 0.0 455.8802 
2771 -8833.7523 -8833.7523 0.0 455.8575 
2772 -8834.9944 -8834.9944 0.0 455.8904 
2773 -8834.9823 -8834.9823 0.0 455.8901 
2774 -8834.9942 -8834.9942 0.0 455.8905 
2775 -8834.9945 -8834.9945 0.0 455.8904 
2776 -8834.9944 -8834.9944 0.0 455.8904 
2777 -8833.8889 -8833.8889 0.0 455.9227 
2778 -8835.3348 -8835.3348 0.0 455.9218 
2779 -8835.322 -8835.322 0.0 455.9251 
2780 -8835.3347 -8835.3347 0.0 455.9223 
2781 -8835.3348 -8835.3348 0.0 455.9219 
2782 -8834.2692 -8834.2692 0.0 454.885 
2783 -8835.6729 -8835.6729 0.0 455.598 
2784 -8835.6593 -8835.6593 0.0 455.5298 
2785 -8835.6728 -8835.6728 0.0 455.5912 
2786 -8835.6728 -8835.6728 0.0 455.5971 
2787 -8834.6532 -8834.6532 0.0 455.353 
2788 -8836.0159 -8836.0159 0.0 455.5278 
2789 -8836.003 -8836.003 0.0 455.5124 
2790 -8836.0159 -8836.0159 0.0 455.5262 
2791 -8835.1437 -8835.1437 0.0 455.9492 
2792 -8836.3684 -8836.3684 0.0 455.6845 
2793 -8836.3564 -8836.3564 0.0 455.7129 
2794 -8836.3682 -8836.3682 0.0 455.6874 
2795 -8836.3684 -8836.3684 0.0 455.6849 
2796 -8836.3684 -8836.3684 0.0 455.6845 
2797 -8834.6208 -8834.6208 0.0 454.5583 
2798 -8836.6595 -8836.6595 0.0 455.3921 
2799 -8836.6406 -8836.6406 0.0 455.312 
2800 -8836.6595 -8836.6595 0.0 455.3841 
2801 -8835.1238 -8835.1238 0.0 455.9322 
2802 -8836.9734 -8836.9734 0.0 455.5589 
2803 -8836.9556 -8836.9556 0.0 455.5995 
2804 -8836.9734 -8836.9734 0.0 455.563 
2805 -8836.9735 -8836.9735 0.0 455.5605 
2806 -8836.9735 -8836.9735 0.0 455.5603 
2807 -8836.9735 -8836.9735 0.0 455.5605 
2808 -8834.9177 -8834.9177 0.0 455.0671 
2809 -8837.2857 -8837.2857 0.0 455.4504 
2810 -8837.2615 -8837.2615 0.0 455.4179 
2811 -8837.2852 -8837.2852 0.0 455.4473 
2812 -8837.2857 -8837.2857 0.0 455.4501 
2813 -8837.2857 -8837.2857 0.0 455.4498 
2814 -8833.9317 -8833.9317 0.0 454.0851 
2815 -8837.5676 -8837.5676 0.0 455.1839 
2816 -8837.5321 -8837.5321 0.0 455.0838 
2817 -8837.5673 -8837.5673 0.0 455.174 
2818 -8837.5675 -8837.5675 0.0 455.1828 
2819 -8834.2743 -8834.2743 0.0 455.7378 
2820 -8837.8704 -8837.8704 0.0 455.3438 
2821 -8837.8359 -8837.8359 0.0 455.3939 
2822 -8837.8703 -8837.8703 0.0 455.3489 
2823 -8837.8705 -8837.8705 0.0 455.3445 
2824 -8837.8704 -8837.8704 0.0 455.3444 
2825 -8837.8705 -8837.8705 0.0 455.3445 
2826 -8834.7831 -8834.7831 0.0 455.0458 
2827 -8838.1982 -8838.1982 0.0 455.3073 
2828 -8838.1655 -8838.1655 0.0 455.2905 
2829 -8838.198 -8838.198 0.0 455.3058 
2830 -8838.1981 -8838.1981 0.0 455.3072 
2831 -8838.1981 -8838.1981 0.0 455.3073 
2832 -8838.1982 -8838.1982 0.0 455.3074 
2833 -8835.3768 -8835.3768 0.0 456.2905 
2834 -8838.5417 -8838.5417 0.0 455.5844 
2835 -8838.5105 -8838.5105 0.0 455.6641 
2836 -8838.5417 -8838.5417 0.0 455.5923 
2837 -8838.5416 -8838.5416 0.0 455.5889 
2838 -8838.5417 -8838.5417 0.0 455.5923 
2839 -8835.0117 -8835.0117 0.0 457.1449 
2840 -8838.8211 -8838.8211 0.0 455.9596 
2841 -8838.7831 -8838.7831 0.0 456.0905 
2842 -8838.8207 -8838.8207 0.0 455.9728 
2843 -8838.8211 -8838.8211 0.0 455.9609 
2844 -8838.8211 -8838.8211 0.0 455.9608 
2845 -8838.8211 -8838.8211 0.0 455.9609 
2846 -8835.4733 -8835.4733 0.0 456.5599 
2847 -8839.1068 -8839.1068 0.0 456.126 
2848 -8839.07 -8839.07 0.0 456.1809 
2849 -8839.1065 -8839.1065 0.0 456.1316 
2850 -8839.1068 -8839.1068 0.0 456.1266 
2851 -8839.1068 -8839.1068 0.0 456.1265 
2852 -8839.1068 -8839.1068 0.0 456.1266 
2853 -8836.3608 -8836.3608 0.0 455.3263 
2854 -8839.4061 -8839.4061 0.0 455.9627 
2855 -8839.3761 -8839.3761 0.0 455.9066 
2856 -8839.4059 -8839.4059 0.0 455.9571 
2857 -8839.4061 -8839.4061 0.0 455.9618 
2858 -8836.7209 -8836.7209 0.0 455.4061 
2859 -8839.696 -8839.696 0.0 455.8547 
2860 -8839.6663 -8839.6663 0.0 455.817 
2861 -8839.696 -8839.696 0.0 455.8508 
2862 -8837.1768 -8837.1768 0.0 456.7865 
2863 -8839.9716 -8839.9716 0.0 456.0962 
2864 -8839.9429 -8839.9429 0.0 456.1722 
2865 -8839.971 -8839.971 0.0 456.104 
2866 -8839.9716 -8839.9716 0.0 456.097 
2867 -8839.9716 -8839.9716 0.0 456.0969 
2868 -8837.703 -8837.703 0.0 456.4744 
2869 -8840.2599 -8840.2599 0.0 456.2139 
2870 -8840.2355 -8840.2355 0.0 456.2454 
2871 -8840.2598 -8840.2598 0.0 456.2171 
2872 -8840.2599 -8840.2599 0.0 456.2145 
2873 -8840.2599 -8840.2599 0.0 456.214 
2874 -8840.2599 -8840.2599 0.0 456.214 
2875 -8837.7911 -8837.7911 0.0 457.2271 
2876 -8840.525 -8840.525 0.0 456.4782 
2877 -8840.4982 -8840.4982 0.0 456.5599 
2878 -8840.5248 -8840.5248 0.0 456.4864 
2879 -8840.525 -8840.525 0.0 456.4791 
2880 -8838.6321 -8838.6321 0.0 458.094 
2881 -8840.8116 -8840.8116 0.0 456.9304 
2882 -8840.7909 -8840.7909 0.0 457.0516 
2883 -8840.8114 -8840.8114 0.0 456.9426 
2884 -8840.8117 -8840.8117 0.0 456.9317 
2885 -8839.1801 -8839.1801 0.0 456.9369 
2886 -8841.105 -8841.105 0.0 456.9557 
2887 -8841.0863 -8841.0863 0.0 456.9588 
2888 -8841.105 -8841.105 0.0 456.956 
2889 -8841.1049 -8841.1049 0.0 456.9559 
2890 -8841.105 -8841.105 0.0 456.9557 
2891 -8841.105 -8841.105 0.0 456.9557 
2892 -8841.105 -8841.105 0.0 456.9557 
2893 -8839.3158 -8839.3158 0.0 456.2763 
2894 -8841.3757 -8841.3757 0.0 456.7988 
2895 -8841.3564 -8841.3564 0.0 456.752 
2896 -8841.376 -8841.376 0.0 456.794 
2897 -8841.3759 -8841.3759 0.0 456.7953 
2898 -8841.3761 -8841.3761 0.0 456.794 
2899 -8839.9539 -8839.9539 0.0 457.2741 
2900 -8841.6538 -8841.6538 0.0 456.9527 
2901 -8841.6364 -8841.6364 0.0 456.9897 
2902 -8841.6535 -8841.6535 0.0 456.9565 
2903 -8841.6538 -8841.6538 0.0 456.9531 
2904 -8841.6538 -8841.6538 0.0 456.9534 
2905 -8840.2221 -8840.2221 0.0 458.2211 
2906 -8841.9263 -8841.9263 0.0 457.3378 
2907 -8841.9088 -8841.9088 0.0 457.4312 
2908 -8841.9261 -8841.9261 0.0 457.3472 
2909 -8841.9263 -8841.9263 0.0 457.3387 
2910 -8841.9263 -8841.9263 0.0 457.3378 
2911 -8840.8048 -8840.8048 0.0 456.6618 
2912 -8842.2152 -8842.2152 0.0 457.1485 
2913 -8842.2023 -8842.2023 0.0 457.1034 
2914 -8842.2154 -8842.2154 0.0 457.1439 
2915 -8842.2153 -8842.2153 0.0 457.1451 
2916 -8842.2154 -8842.2154 0.0 457.1439 
2917 -8841.1709 -8841.1709 0.0 456.4238 
2918 -8842.4954 -8842.4954 0.0 456.9364 
2919 -8841.5101 -8841.5101 0.0 457.4392 
2920 -8842.7768 -8842.7768 0.0 457.1172 
2921 -8841.9521 -8841.9521 0.0 456.2715 
2922 -8843.065 -8843.065 0.0 456.8511 
2923 -8842.3406 -8842.3406 0.0 455.6401 
2924 -8843.354 -8843.354 0.0 456.4484 
2925 -8842.7962 -8842.7962 0.0 455.6983 
2926 -8843.6525 -8843.6525 0.0 456.1889 
2927 -8843.1779 -8843.1779 0.0 455.9062 
2928 -8843.9535 -8843.9535 0.0 456.0995 
2929 -8843.5428 -8843.5428 0.0 456.2754 
2930 -8844.2546 -8844.2546 0.0 456.188 
2931 -8843.8637 -8843.8637 0.0 456.1143 
2932 -8844.5467 -8844.5467 0.0 456.1807 
2933 -8844.5399 -8844.5399 0.0 456.1771 
2934 -8844.5465 -8844.5465 0.0 456.1805 
2935 -8844.5467 -8844.5467 0.0 456.1807 
2936 -8844.5467 -8844.5467 0.0 456.1808 
2937 -8844.2722 -8844.2722 0.0 456.9539 
2938 -8844.847 -8844.847 0.0 456.5267 
2939 -8844.841 -8844.841 0.0 456.5117 
2940 -8845.1935 -8845.1935 0.0 456.5388 
2941 -8845.1905 -8845.1905 0.0 456.5376 
2942 -8845.1935 -8845.1935 0.0 456.5387 
2943 -8845.1936 -8845.1936 0.0 456.5388 
2944 -8618.7362 -8618.7362 0.0 430.6987 
2945 -8844.6073 -8844.6073 0.0 454.8705 
2946 -8845.5466 -8845.5466 0.0 455.9282 
2947 -8845.5372 -8845.5372 0.0 455.826 
2948 -8845.5466 -8845.5466 0.0 455.918 
2949 -8845.5466 -8845.5466 0.0 455.926 
2950 -8845.5466 -8845.5466 0.0 455.9279 
2951 -8845.5466 -8845.5466 0.0 455.9277 
2952 -8845.5466 -8845.5466 0.0 455.9275 
2953 -8845.5466 -8845.5466 0.0 455.9277 
2954 -8646.5886 -8646.5886 0.0 456.8059 
2955 -8845.3657 -8845.3657 0.0 456.6119 
2956 -8846.0012 -8846.0012 0.0 456.2578 
2957 -8845.9956 -8845.9956 0.0 456.2949 
2958 -8846.0012 -8846.0012 0.0 456.2616 
2959 -8765.4256 -8765.4256 0.0 446.942 
2960 -8846.5472 -8846.5472 0.0 455.4581 
2961 -8846.5891 -8846.5891 0.0 455.6309 
2962 -8846.5887 -8846.5887 0.0 455.6137 
2963 -8846.5892 -8846.5892 0.0 455.6292 
2964 -8793.2646 -8793.2646 0.0 460.9276 
2965 -8847.2163 -8847.2163 0.0 456.2121 
2966 -8847.2125 -8847.2125 0.0 456.1545 
2967 -8847.2162 -8847.2162 0.0 456.1989 
2968 -8847.2163 -8847.2163 0.0 456.2121 
2969 -8804.3901 -8804.3901 0.0 454.891 
2970 -8847.7979 -8847.7979 0.0 456.1417 
2971 -8809.4541 -8809.4541 0.0 458.9376 
2972 -8848.333 -8848.333 0.0 456.5183 
2973 -8815.5729 -8815.5729 0.0 453.2999 
2974 -8848.8161 -8848.8161 0.0 456.2645 
2975 -8824.0214 -8824.0214 0.0 454.8004 
2976 -8849.2708 -8849.2708 0.0 456.1714 
2977 -8830.8244 -8830.8244 0.0 458.4752 
2978 -8849.7004 -8849.7004 0.0 456.5361 
2979 -8835.0703 -8835.0703 0.0 455.0132 
2980 -8850.1048 -8850.1048 0.0 456.3755 
2981 -8838.8356 -8838.8356 0.0 456.1799 
2982 -8850.5017 -8850.5017 0.0 456.3908 
2983 -8841.3857 -8841.3857 0.0 453.8041 
2984 -8850.8773 -8850.8773 0.0 456.0063 
2985 -8843.1737 -8843.1737 0.0 456.3154 
2986 -8851.2289 -8851.2289 0.0 456.1049 
2987 -8844.761 -8844.761 0.0 455.4955 
2988 -8851.5576 -8851.5576 0.0 456.0364 
2989 -8847.2431 -8847.2431 0.0 456.9712 
2990 -8851.9134 -8851.9134 0.0 456.2704 
2991 -8847.9851 -8847.9851 0.0 454.3572 
2992 -8852.2373 -8852.2373 0.0 455.8882 
2993 -8849.0255 -8849.0255 0.0 456.9804 
2994 -8852.55 -8852.55 0.0 456.1707 
2995 -8850.2677 -8850.2677 0.0 455.4499 
2996 -8852.8784 -8852.8784 0.0 456.0098 
2997 -8852.8519 -8852.8519 0.0 455.9611 
2998 -8852.8781 -8852.8781 0.0 456.005 
2999 -8852.8785 -8852.8785 0.0 456.0093 
3000 -8852.8784 -8852.8784 0.0 456.0094 
3001 -8852.8785 -8852.8785 0.0 456.0093 
3002 -8851.4118 -8851.4118 0.0 457.877 
3003 -8853.2351 -8853.2351 0.0 456.608 
3004 -8851.9566 -8851.9566 0.0 455.2231 
3005 -8853.577 -8853.577 0.0 456.1979 
3006 -8853.5608 -8853.5608 0.0 456.1055 
3007 -8853.5769 -8853.5769 0.0 456.1887 
3008 -8853.577 -8853.577 0.0 456.197 
3009 -8852.5085 -8852.5085 0.0 456.4303 
3010 -8853.9118 -8853.9118 0.0 456.298 
3011 -8853.8978 -8853.8978 0.0 456.3158 
3012 -8853.9117 -8853.9117 0.0 456.2998 
3013 -8853.9118 -8853.9118 0.0 456.2982 
3014 -8853.4557 -8853.4557 0.0 455.2251 
3015 -8854.2996 -8854.2996 0.0 455.8841 
3016 -8854.2915 -8854.2915 0.0 455.8206 
3017 -8854.2997 -8854.2997 0.0 455.8777 
3018 -8854.2997 -8854.2997 0.0 455.8802 
3019 -8854.2997 -8854.2997 0.0 455.881 
3020 -8854.2998 -8854.2998 0.0 455.8814 
3021 -8854.2997 -8854.2997 0.0 455.8816 
3022 -8854.2998 -8854.2998 0.0 455.8814 
3023 -8854.0683 -8854.0683 0.0 455.8293 
3024 -8854.7032 -8854.7032 0.0 455.8744 
3025 -8854.6971 -8854.6971 0.0 455.8716 
3026 -8854.7033 -8854.7033 0.0 455.8741 
3027 -8854.7032 -8854.7032 0.0 455.8742 
3028 -8854.7033 -8854.7033 0.0 455.8741 
3029 -8854.4376 -8854.4376 0.0 456.2558 
3030 -8855.0774 -8855.0774 0.0 456.0555 
3031 -8855.0717 -8855.0717 0.0 456.0772 
3032 -8855.0773 -8855.0773 0.0 456.0578 
3033 -8855.0775 -8855.0775 0.0 456.0558 
3034 -8855.0775 -8855.0775 0.0 456.056 
3035 -8854.6844 -8854.6844 0.0 456.8236 
3036 -8855.4178 -8855.4178 0.0 456.3835 
3037 -8855.4107 -8855.4107 0.0 456.4296 
3038 -8855.4177 -8855.4177 0.0 456.3881 
3039 -8855.4178 -8855.4178 0.0 456.3847 
3040 -8855.4178 -8855.4178 0.0 456.3845 
3041 -8855.1695 -8855.1695 0.0 456.496 
3042 -8855.7659 -8855.7659 0.0 456.4463 
3043 -8855.7604 -8855.7604 0.0 456.4528 
3044 -8855.7659 -8855.7659 0.0 456.447 
3045 -8855.7659 -8855.7659 0.0 456.4465 
3046 -8855.7659 -8855.7659 0.0 456.4464 
3047 -8855.7111 -8855.7111 0.0 456.7664 
3048 -8856.1423 -8856.1423 0.0 456.6104 
3049 -8856.1384 -8856.1384 0.0 456.6267 
3050 -8856.1423 -8856.1423 0.0 456.612 
3051 -8855.9975 -8855.9975 0.0 456.5253 
3052 -8856.4863 -8856.4863 0.0 456.5797 
3053 -8856.4815 -8856.4815 0.0 456.575 
3054 -8856.4863 -8856.4863 0.0 456.5792 
3055 -8856.2692 -8856.2692 0.0 456.4106 
3056 -8856.8086 -8856.8086 0.0 456.5112 
3057 -8856.804 -8856.804 0.0 456.5015 
3058 -8856.8083 -8856.8083 0.0 456.5104 
3059 -8856.8085 -8856.8085 0.0 456.5112 
3060 -8856.8086 -8856.8086 0.0 456.5112 
3061 -8856.4668 -8856.4668 0.0 457.3188 
3062 -8857.1134 -8857.1134 0.0 456.8448 
3063 -8857.1073 -8857.1073 0.0 456.8929 
3064 -8857.1134 -8857.1134 0.0 456.8496 
3065 -8857.1135 -8857.1135 0.0 456.8462 
3066 -8856.4416 -8856.4416 0.0 457.3902 
3067 -8857.3727 -8857.3727 0.0 457.0406 
3068 -8857.3638 -8857.3638 0.0 457.0767 
3069 -8857.3726 -8857.3726 0.0 457.0443 
3070 -8857.3727 -8857.3727 0.0 457.0411 
3071 -8857.3727 -8857.3727 0.0 457.0406 
3072 -8856.1047 -8856.1047 0.0 457.3207 
3073 -8857.5871 -8857.5871 0.0 457.1299 
3074 -8857.5732 -8857.5732 0.0 457.1517 
3075 -8857.587 -8857.587 0.0 457.1322 
3076 -8857.5871 -8857.5871 0.0 457.1302 
3077 -8857.5871 -8857.5871 0.0 457.1299 
3078 -8856.2313 -8856.2313 0.0 456.6885 
3079 -8857.8089 -8857.8089 0.0 457.0216 
3080 -8857.7935 -8857.7935 0.0 456.9911 
3081 -8857.8087 -8857.8087 0.0 457.0186 
3082 -8857.8089 -8857.8089 0.0 457.0212 
3083 -8856.199 -8856.199 0.0 457.9521 
3084 -8858.0343 -8858.0343 0.0 457.2774 
3085 -8858.0165 -8858.0165 0.0 457.3484 
3086 -8858.0342 -8858.0342 0.0 457.2845 
3087 -8858.0343 -8858.0343 0.0 457.2786 
3088 -8858.0343 -8858.0343 0.0 457.2776 
3089 -8858.0343 -8858.0343 0.0 457.2777 
3090 -8858.0343 -8858.0343 0.0 457.2776 
3091 -8855.715 -8855.715 0.0 455.2756 
3092 -8858.253 -8858.253 0.0 456.8447 
3093 -8858.2268 -8858.2268 0.0 456.6948 
3094 -8858.2526 -8858.2526 0.0 456.8298 
3095 -8858.253 -8858.253 0.0 456.8432 
3096 -8858.253 -8858.253 0.0 456.8446 
3097 -8858.253 -8858.253 0.0 456.8447 
3098 -8854.9682 -8854.9682 0.0 458.7334 
3099 -8858.4666 -8858.4666 0.0 457.2494 
3100 -8858.4316 -8858.4316 0.0 457.4083 
3101 -8858.4664 -8858.4664 0.0 457.2653 
3102 -8858.4666 -8858.4666 0.0 457.251 
3103 -8858.4666 -8858.4666 0.0 457.2496 
3104 -8858.4666 -8858.4666 0.0 457.2497 
3105 -8858.4666 -8858.4666 0.0 457.2496 
3106 -8854.0492 -8854.0492 0.0 457.9522 
3107 -8858.6823 -8858.6823 0.0 457.4116 
3108 -8858.6363 -8858.6363 0.0 457.4809 
3109 -8858.682 -8858.682 0.0 457.4187 
3110 -8858.6824 -8858.6824 0.0 457.4123 
3111 -8858.6824 -8858.6824 0.0 457.4123 
