# step Etot Epot T p 
541 -7992.1833 -7992.1833 0.0 322.0077 
542 -8002.5139 -8002.5139 0.0 324.1881 
543 -8002.4126 -8002.4126 0.0 323.9933 
544 -8002.5133 -8002.5133 0.0 324.1687 
545 -8002.5141 -8002.5141 0.0 324.1856 
546 -8001.6309 -8001.6309 0.0 326.1237 
547 -8008.7987 -8008.7987 0.0 325.2897 
548 -8008.7286 -8008.7286 0.0 325.3887 
549 -8008.7982 -8008.7982 0.0 325.2997 
550 -8008.7988 -8008.7988 0.0 325.2908 
551 -8010.1705 -8010.1705 0.0 329.2639 
552 -7964.7394 -7964.7394 0.0 332.1449 
553 -8015.3012 -8015.3012 0.0 327.5442 
554 -8015.2524 -8015.2524 0.0 327.7275 
555 -8015.3009 -8015.3009 0.0 327.5627 
556 -8015.3012 -8015.3012 0.0 327.5485 
557 -8015.09 -8015.09 0.0 325.5746 
558 -8021.1733 -8021.1733 0.0 326.747 
559 -8021.1151 -8021.1151 0.0 326.6453 
560 -8021.1728 -8021.1728 0.0 326.7371 
561 -8021.1733 -8021.1733 0.0 326.7453 
562 -8022.0438 -8022.0438 0.0 330.9989 
563 -7977.4437 -7977.4437 0.0 334.2864 
564 -8027.2102 -8027.2102 0.0 329.0945 
565 -8027.1624 -8027.1624 0.0 329.2957 
566 -8027.2101 -8027.2101 0.0 329.1147 
567 -8029.2644 -8029.2644 0.0 330.7132 
568 -7988.3858 -7988.3858 0.0 331.3491 
569 -8033.5618 -8033.5618 0.0 330.1304 
570 -8033.5217 -8033.5217 0.0 330.1988 
571 -8033.5618 -8033.5618 0.0 330.1373 
572 -8031.8966 -8031.8966 0.0 328.6697 
573 -8038.9353 -8038.9353 0.0 329.6304 
574 -8038.8688 -8038.8688 0.0 329.5516 
575 -8038.935 -8038.935 0.0 329.6227 
576 -8038.9351 -8038.9351 0.0 329.6289 
577 -8040.4758 -8040.4758 0.0 330.0437 
578 -8001.3254 -8001.3254 0.0 329.4234 
579 -8044.7534 -8044.7534 0.0 329.9922 
580 -8044.7135 -8044.7135 0.0 330.0078 
581 -8044.7534 -8044.7534 0.0 329.9938 
582 -8046.2552 -8046.2552 0.0 334.0666 
583 -8010.788 -8010.788 0.0 336.9654 
584 -8050.1303 -8050.1303 0.0 332.3481 
585 -8050.0929 -8050.0929 0.0 332.5313 
586 -8050.13 -8050.13 0.0 332.3666 
587 -8050.1303 -8050.1303 0.0 332.3503 
588 -8050.1303 -8050.1303 0.0 332.3481 
589 -8054.4126 -8054.4126 0.0 330.9755 
590 -8028.2053 -8028.2053 0.0 328.5132 
591 -8056.3565 -8056.3565 0.0 331.5966 
592 -8056.3382 -8056.3382 0.0 331.5409 
593 -8056.3565 -8056.3565 0.0 331.591 
594 -8059.8888 -8059.8888 0.0 329.4247 
595 -8032.9895 -8032.9895 0.0 326.0816 
596 -8062.1126 -8062.1126 0.0 330.3962 
597 -8062.0914 -8062.0914 0.0 330.3069 
598 -8062.1123 -8062.1123 0.0 330.3875 
599 -8062.1126 -8062.1126 0.0 330.3953 
600 -8062.1126 -8062.1126 0.0 330.3963 
601 -8065.7131 -8065.7131 0.0 330.5497 
602 -8039.9077 -8039.9077 0.0 329.6613 
603 -8067.7884 -8067.7884 0.0 330.6177 
604 -8067.7689 -8067.7689 0.0 330.6175 
605 -8067.7884 -8067.7884 0.0 330.6177 
606 -8072.9979 -8072.9979 0.0 330.521 
607 -8053.2771 -8053.2771 0.0 329.6869 
608 -8074.0396 -8074.0396 0.0 330.6279 
609 -8074.0304 -8074.0304 0.0 330.6198 
610 -8074.0396 -8074.0396 0.0 330.6272 
611 -8077.1145 -8077.1145 0.0 327.8206 
612 -8052.5142 -8052.5142 0.0 324.1623 
613 -8079.1863 -8079.1863 0.0 329.0169 
614 -8079.1668 -8079.1668 0.0 328.903 
615 -8079.1862 -8079.1862 0.0 329.0056 
616 -8079.1863 -8079.1863 0.0 329.0145 
617 -8082.6151 -8082.6151 0.0 328.5573 
618 -8059.96 -8059.96 0.0 327.3042 
619 -8084.3648 -8084.3648 0.0 328.8229 
620 -8084.3478 -8084.3478 0.0 328.8015 
621 -8084.3646 -8084.3646 0.0 328.8208 
622 -8084.3648 -8084.3648 0.0 328.8226 
623 -8084.3648 -8084.3648 0.0 328.8229 
624 -8088.106 -8088.106 0.0 329.8541 
625 -8066.8478 -8066.8478 0.0 330.1456 
626 -8089.6215 -8089.6215 0.0 329.5829 
627 -8089.607 -8089.607 0.0 329.6142 
628 -8089.6212 -8089.6212 0.0 329.5862 
629 -8089.6216 -8089.6216 0.0 329.5832 
630 -8091.3807 -8091.3807 0.0 328.8488 
631 -8063.1321 -8063.1321 0.0 327.1352 
632 -8094.2608 -8094.2608 0.0 329.3004 
633 -8094.2331 -8094.2331 0.0 329.2644 
634 -8094.2605 -8094.2605 0.0 329.2969 
635 -8094.2608 -8094.2608 0.0 329.2997 
636 -8098.2065 -8098.2065 0.0 326.9583 
637 -8076.3149 -8076.3149 0.0 323.7655 
638 -8099.735 -8099.735 0.0 327.8724 
639 -8099.7206 -8099.7206 0.0 327.786 
640 -8099.7348 -8099.7348 0.0 327.8639 
641 -8099.7349 -8099.7349 0.0 327.8705 
642 -8099.735 -8099.735 0.0 327.8724 
643 -8102.404 -8102.404 0.0 322.7929 
644 -8075.9027 -8075.9027 0.0 316.8092 
645 -8104.8013 -8104.8013 0.0 324.9823 
646 -8104.7784 -8104.7784 0.0 324.7708 
647 -8104.8012 -8104.8012 0.0 324.9612 
648 -8104.8012 -8104.8012 0.0 324.9765 
649 -8104.8013 -8104.8013 0.0 324.9823 
650 -8105.641 -8105.641 0.0 324.5492 
651 -8073.4327 -8073.4327 0.0 323.1342 
652 -8109.3288 -8109.3288 0.0 324.8904 
653 -8109.2932 -8109.2932 0.0 324.8672 
654 -8109.3285 -8109.3285 0.0 324.8882 
655 -8109.3288 -8109.3288 0.0 324.89 
656 -8107.6566 -8107.6566 0.0 326.1172 
657 -8113.4843 -8113.4843 0.0 325.5988 
658 -8113.4289 -8113.4289 0.0 325.6654 
659 -8113.4839 -8113.4839 0.0 325.6057 
660 -8113.4843 -8113.4843 0.0 325.6001 
661 -8111.9023 -8111.9023 0.0 329.3593 
662 -8117.9359 -8117.9359 0.0 327.4571 
663 -8117.8788 -8117.8788 0.0 327.6589 
664 -8117.9357 -8117.9357 0.0 327.4774 
665 -8117.936 -8117.936 0.0 327.4629 
666 -8116.924 -8116.924 0.0 325.8904 
667 -8122.5999 -8122.5999 0.0 326.8196 
668 -8122.5462 -8122.5462 0.0 326.7364 
669 -8122.5998 -8122.5998 0.0 326.8113 
670 -8117.631 -8117.631 0.0 325.2765 
671 -8126.5971 -8126.5971 0.0 326.3456 
672 -8126.5114 -8126.5114 0.0 326.2579 
673 -8126.5965 -8126.5965 0.0 326.3371 
674 -8126.5972 -8126.5972 0.0 326.344 
675 -8125.1978 -8125.1978 0.0 323.2543 
676 -8131.2263 -8131.2263 0.0 325.0426 
677 -8131.1676 -8131.1676 0.0 324.878 
678 -8131.226 -8131.226 0.0 325.0262 
679 -8131.2264 -8131.2264 0.0 325.0399 
680 -8133.8622 -8133.8622 0.0 324.6373 
681 -8102.7465 -8102.7465 0.0 323.3283 
682 -8136.8259 -8136.8259 0.0 324.9262 
683 -8136.7988 -8136.7988 0.0 324.905 
684 -8136.8259 -8136.8259 0.0 324.9241 
685 -8137.1418 -8137.1418 0.0 330.3445 
686 -8100.4015 -8100.4015 0.0 334.5588 
687 -8141.5775 -8141.5775 0.0 327.8414 
688 -8141.5368 -8141.5368 0.0 328.1048 
689 -8141.5775 -8141.5775 0.0 327.8678 
690 -8141.9714 -8141.9714 0.0 330.8816 
691 -8106.5323 -8106.5323 0.0 332.7838 
692 -8146.223 -8146.223 0.0 329.5583 
693 -8146.183 -8146.183 0.0 329.7032 
694 -8146.2232 -8146.2232 0.0 329.5727 
695 -8146.2233 -8146.2233 0.0 329.5674 
696 -8146.2232 -8146.2232 0.0 329.5661 
697 -8146.2233 -8146.2233 0.0 329.5674 
698 -8149.9088 -8149.9088 0.0 331.2374 
699 -8124.9067 -8124.9067 0.0 332.2276 
700 -8151.8673 -8151.8673 0.0 330.7073 
701 -8151.8503 -8151.8503 0.0 330.7645 
702 -8151.8673 -8151.8673 0.0 330.7131 
703 -8154.0129 -8154.0129 0.0 329.5064 
704 -8124.7537 -8124.7537 0.0 327.6027 
705 -8156.9093 -8156.9093 0.0 330.1216 
706 -8156.8828 -8156.8828 0.0 330.0664 
707 -8156.9093 -8156.9093 0.0 330.1161 
708 -8156.1137 -8156.1137 0.0 334.1664 
709 -8161.126 -8161.126 0.0 332.1829 
710 -8161.0775 -8161.0775 0.0 332.3937 
711 -8161.1257 -8161.1257 0.0 332.2041 
712 -8161.1261 -8161.1261 0.0 332.1864 
713 -8164.9968 -8164.9968 0.0 336.753 
714 -8142.2139 -8142.2139 0.0 340.8151 
715 -8166.637 -8166.637 0.0 335.2086 
716 -8166.6226 -8166.6226 0.0 335.3662 
717 -8166.6371 -8166.6371 0.0 335.2244 
718 -8166.637 -8166.637 0.0 335.2201 
719 -8166.6371 -8166.6371 0.0 335.2244 
720 -8169.3113 -8169.3113 0.0 337.1942 
721 -8144.2341 -8144.2341 0.0 338.6626 
722 -8171.5189 -8171.5189 0.0 336.4763 
723 -8171.5002 -8171.5002 0.0 336.5518 
724 -8171.5188 -8171.5188 0.0 336.484 
725 -8171.519 -8171.519 0.0 336.479 
726 -8171.5191 -8171.5191 0.0 336.4795 
727 -8174.7041 -8174.7041 0.0 339.4079 
728 -8152.3663 -8152.3663 0.0 341.9264 
729 -8176.4523 -8176.4523 0.0 338.3753 
730 -8176.4372 -8176.4372 0.0 338.4815 
731 -8176.4524 -8176.4524 0.0 338.386 
732 -8176.4525 -8176.4525 0.0 338.3828 
733 -8178.2057 -8178.2057 0.0 340.4504 
734 -8152.585 -8152.585 0.0 342.0557 
735 -8180.7611 -8180.7611 0.0 339.6226 
736 -8180.7375 -8180.7375 0.0 339.7102 
737 -8180.7609 -8180.7609 0.0 339.6315 
738 -8180.7611 -8180.7611 0.0 339.6252 
739 -8183.2076 -8183.2076 0.0 342.3363 
740 -8160.3223 -8160.3223 0.0 344.5875 
741 -8185.2323 -8185.2323 0.0 341.311 
742 -8185.215 -8185.215 0.0 341.4168 
743 -8185.2326 -8185.2326 0.0 341.3216 
744 -8185.2325 -8185.2325 0.0 341.3191 
745 -8185.2326 -8185.2326 0.0 341.3216 
746 -8188.7281 -8188.7281 0.0 343.3096 
747 -8169.409 -8169.409 0.0 344.8263 
748 -8190.0644 -8190.0644 0.0 342.6838 
749 -8190.0533 -8190.0533 0.0 342.7489 
750 -8190.0643 -8190.0643 0.0 342.6904 
751 -8190.0643 -8190.0643 0.0 342.6856 
752 -8190.0644 -8190.0644 0.0 342.6838 
753 -8035.0382 -8035.0382 0.0 340.2044 
754 -8193.7007 -8193.7007 0.0 343.3579 
755 -8192.1192 -8192.1192 0.0 343.6377 
756 -8193.6853 -8193.6853 0.0 343.3918 
757 -8193.7006 -8193.7006 0.0 343.3613 
758 -8193.7007 -8193.7007 0.0 343.3584 
759 -8193.7007 -8193.7007 0.0 343.3579 
760 -8114.666 -8114.666 0.0 338.1851 
761 -8199.0825 -8199.0825 0.0 342.8587 
762 -8199.0307 -8199.0307 0.0 342.9206 
763 -8199.0822 -8199.0822 0.0 342.865 
764 -8199.0825 -8199.0825 0.0 342.8603 
765 -8176.9357 -8176.9357 0.0 342.2808 
766 -8205.5938 -8205.5938 0.0 342.7945 
767 -8205.5322 -8205.5322 0.0 342.8055 
768 -8205.5936 -8205.5936 0.0 342.7956 
769 -8205.5939 -8205.5939 0.0 342.7948 
770 -8190.2327 -8190.2327 0.0 343.9767 
771 -8211.7216 -8211.7216 0.0 343.3133 
772 -8211.6619 -8211.6619 0.0 343.2662 
773 -8211.7209 -8211.7209 0.0 343.3087 
774 -8211.7215 -8211.7215 0.0 343.3128 
775 -8211.7216 -8211.7216 0.0 343.3133 
776 -8198.1004 -8198.1004 0.0 347.3868 
777 -8217.4605 -8217.4605 0.0 344.8981 
778 -8217.4051 -8217.4051 0.0 344.7462 
779 -8217.4602 -8217.4602 0.0 344.8829 
780 -8217.4605 -8217.4605 0.0 344.8955 
781 -8204.9213 -8204.9213 0.0 341.086 
782 -8223.2093 -8223.2093 0.0 343.6543 
783 -8194.4651 -8194.4651 0.0 340.2692 
784 -8227.6336 -8227.6336 0.0 343.0261 
785 -8203.3533 -8203.3533 0.0 342.6819 
786 -8231.8333 -8231.8333 0.0 343.1985 
787 -8208.9272 -8208.9272 0.0 347.5833 
788 -8235.8781 -8235.8781 0.0 344.6792 
789 -8207.6547 -8207.6547 0.0 342.986 
790 -8239.4888 -8239.4888 0.0 344.5128 
791 -8215.4947 -8215.4947 0.0 345.7328 
792 -8243.0247 -8243.0247 0.0 345.0562 
793 -8222.8356 -8222.8356 0.0 347.6008 
794 -8246.5717 -8246.5717 0.0 345.9744 
795 -8219.7212 -8219.7212 0.0 347.2006 
796 -8249.5242 -8249.5242 0.0 346.505 
797 -8227.01 -8227.01 0.0 352.1347 
798 -8252.5602 -8252.5602 0.0 348.1375 
799 -8232.1403 -8232.1403 0.0 348.7884 
800 -8255.4755 -8255.4755 0.0 348.5059 
801 -8234.7068 -8234.7068 0.0 350.3611 
802 -8258.2537 -8258.2537 0.0 349.183 
803 -8258.0215 -8258.0215 0.0 349.3534 
804 -8258.2511 -8258.2511 0.0 349.2009 
805 -8258.2537 -8258.2537 0.0 349.1848 
806 -8258.2538 -8258.2538 0.0 349.1835 
807 -8238.4041 -8238.4041 0.0 346.4157 
808 -8261.1078 -8261.1078 0.0 348.6555 
809 -8260.8856 -8260.8856 0.0 348.4802 
810 -8261.1059 -8261.1059 0.0 348.6385 
811 -8261.1077 -8261.1077 0.0 348.6538 
812 -8247.279 -8247.279 0.0 355.1415 
813 -8264.1088 -8264.1088 0.0 350.7663 
814 -8263.9417 -8263.9417 0.0 351.2439 
815 -8264.1072 -8264.1072 0.0 350.8145 
816 -8264.1088 -8264.1088 0.0 350.7712 
817 -8254.7975 -8254.7975 0.0 355.6385 
818 -8267.2801 -8267.2801 0.0 352.5885 
819 -8267.1588 -8267.1588 0.0 352.926 
820 -8267.2792 -8267.2792 0.0 352.6226 
821 -8267.2801 -8267.2801 0.0 352.5929 
822 -8258.0267 -8258.0267 0.0 358.1097 
823 -8270.2498 -8270.2498 0.0 354.6139 
824 -8270.1289 -8270.1289 0.0 354.9998 
825 -8270.2486 -8270.2486 0.0 354.6528 
826 -8270.2497 -8270.2497 0.0 354.6178 
827 -8265.3811 -8265.3811 0.0 354.6292 
828 -8273.6116 -8273.6116 0.0 354.7755 
829 -8273.5305 -8273.5305 0.0 354.7824 
830 -8273.611 -8273.611 0.0 354.7763 
831 -8273.6116 -8273.6116 0.0 354.7756 
832 -8268.824 -8268.824 0.0 353.5796 
833 -8276.8224 -8276.8224 0.0 354.469 
834 -8276.7439 -8276.7439 0.0 354.4022 
835 -8276.8219 -8276.8219 0.0 354.4625 
836 -8276.8224 -8276.8224 0.0 354.468 
837 -8272.1021 -8272.1021 0.0 353.2655 
838 -8279.8421 -8279.8421 0.0 354.1608 
839 -8279.7679 -8279.7679 0.0 354.0926 
840 -8279.8416 -8279.8416 0.0 354.1542 
841 -8279.8421 -8279.8421 0.0 354.1598 
842 -8276.5895 -8276.5895 0.0 358.6044 
843 -8282.9051 -8282.9051 0.0 356.1229 
844 -8282.843 -8282.843 0.0 356.3889 
845 -8282.9049 -8282.9049 0.0 356.1495 
846 -8282.9052 -8282.9052 0.0 356.1289 
847 -8282.9051 -8282.9051 0.0 356.1281 
848 -8282.9052 -8282.9052 0.0 356.1289 
849 -8283.7048 -8283.7048 0.0 359.8165 
850 -8257.214 -8257.214 0.0 362.7927 
851 -8286.6967 -8286.6967 0.0 358.181 
852 -8286.6678 -8286.6678 0.0 358.3523 
853 -8286.6962 -8286.6962 0.0 358.1984 
854 -8286.6966 -8286.6966 0.0 358.1831 
855 -8286.6967 -8286.6967 0.0 358.181 
856 -8286.2469 -8286.2469 0.0 362.4486 
857 -8290.0424 -8290.0424 0.0 360.3583 
858 -8290.0052 -8290.0052 0.0 360.5777 
859 -8290.0417 -8290.0417 0.0 360.3805 
860 -8290.0423 -8290.0423 0.0 360.3605 
861 -8290.0424 -8290.0424 0.0 360.3583 
862 -8290.0173 -8290.0173 0.0 361.2428 
863 -8293.3638 -8293.3638 0.0 360.9068 
864 -8293.3309 -8293.3309 0.0 360.9499 
865 -8293.3635 -8293.3635 0.0 360.9113 
866 -8293.3639 -8293.3639 0.0 360.9073 
867 -8293.9673 -8293.9673 0.0 360.3417 
868 -8269.755 -8269.755 0.0 358.9825 
869 -8296.7491 -8296.7491 0.0 360.7177 
870 -8296.7234 -8296.7234 0.0 360.688 
871 -8296.7489 -8296.7489 0.0 360.7149 
872 -8296.7491 -8296.7491 0.0 360.7173 
873 -8298.9284 -8298.9284 0.0 356.8928 
874 -8279.9804 -8279.9804 0.0 352.4538 
875 -8300.5627 -8300.5627 0.0 358.4886 
876 -8300.548 -8300.548 0.0 358.3334 
877 -8300.5628 -8300.5628 0.0 358.4731 
878 -8300.5626 -8300.5626 0.0 358.4786 
879 -8300.5628 -8300.5628 0.0 358.4731 
880 -8302.9523 -8302.9523 0.0 363.262 
881 -8285.3545 -8285.3545 0.0 367.4875 
882 -8304.3814 -8304.3814 0.0 361.5159 
883 -8304.3685 -8304.3685 0.0 361.6941 
884 -8304.3814 -8304.3814 0.0 361.5338 
885 -8304.3815 -8304.3815 0.0 361.5265 
886 -8304.3814 -8304.3814 0.0 361.5245 
887 -8304.3815 -8304.3815 0.0 361.5265 
888 -8306.9269 -8306.9269 0.0 365.0962 
889 -8290.3038 -8290.3038 0.0 368.1502 
890 -8308.1971 -8308.1971 0.0 363.8549 
891 -8308.1857 -8308.1857 0.0 363.9821 
892 -8308.1975 -8308.1975 0.0 363.8674 
893 -8308.1973 -8308.1973 0.0 363.8653 
894 -8308.1975 -8308.1975 0.0 363.8674 
895 -8309.3074 -8309.3074 0.0 365.6324 
896 -8289.451 -8289.451 0.0 366.7282 
897 -8311.3819 -8311.3819 0.0 364.9319 
898 -8311.362 -8311.362 0.0 365.0082 
899 -8311.382 -8311.382 0.0 364.9395 
900 -8311.3819 -8311.3819 0.0 364.9365 
901 -8311.382 -8311.382 0.0 364.9395 
902 -8314.0181 -8314.0181 0.0 366.5432 
903 -8299.6979 -8299.6979 0.0 367.6514 
904 -8315.0075 -8315.0075 0.0 366.0528 
905 -8314.9985 -8314.9985 0.0 366.1045 
906 -8315.0073 -8315.0073 0.0 366.0581 
907 -8315.0075 -8315.0075 0.0 366.0537 
908 -8317.9426 -8317.9426 0.0 366.1969 
909 -8305.0947 -8305.0947 0.0 365.879 
910 -8318.7075 -8318.7075 0.0 366.2049 
911 -8318.7001 -8318.7001 0.0 366.2063 
912 -8318.7075 -8318.7075 0.0 366.205 
913 -8321.0314 -8321.0314 0.0 364.2154 
914 -8306.9542 -8306.9542 0.0 361.7332 
915 -8322.0677 -8322.0677 0.0 364.9867 
916 -8322.0578 -8322.0578 0.0 364.9126 
917 -8322.0675 -8322.0675 0.0 364.9794 
918 -8322.0675 -8322.0675 0.0 364.9856 
919 -8322.0677 -8322.0677 0.0 364.9867 
920 -8325.0772 -8325.0772 0.0 364.497 
921 -8313.2653 -8313.2653 0.0 363.5813 
922 -8325.7163 -8325.7163 0.0 364.6888 
923 -8325.711 -8325.711 0.0 364.671 
924 -8325.7163 -8325.7163 0.0 364.687 
925 -8325.7163 -8325.7163 0.0 364.6876 
926 -8328.2686 -8328.2686 0.0 371.9838 
927 -8315.3529 -8315.3529 0.0 378.8651 
928 -8329.1297 -8329.1297 0.0 369.5944 
929 -8329.1212 -8329.1212 0.0 369.8355 
930 -8329.1295 -8329.1295 0.0 369.6186 
931 -8329.1297 -8329.1297 0.0 369.5977 
932 -8331.5326 -8331.5326 0.0 369.8421 
933 -8317.9501 -8317.9501 0.0 369.6916 
934 -8332.4906 -8332.4906 0.0 369.8061 
935 -8332.4819 -8332.4819 0.0 369.8118 
936 -8332.4908 -8332.4908 0.0 369.8066 
937 -8332.4906 -8332.4906 0.0 369.8066 
938 -8332.4908 -8332.4908 0.0 369.8066 
939 -8334.6154 -8334.6154 0.0 370.3354 
940 -8319.9563 -8319.9563 0.0 370.4795 
941 -8335.7619 -8335.7619 0.0 370.1886 
942 -8335.7517 -8335.7517 0.0 370.2057 
943 -8335.7622 -8335.7622 0.0 370.1902 
944 -8335.7622 -8335.7622 0.0 370.1899 
945 -8335.7622 -8335.7622 0.0 370.1898 
946 -8335.7622 -8335.7622 0.0 370.1899 
947 -8337.343 -8337.343 0.0 369.7193 
948 -8320.4789 -8320.4789 0.0 368.8636 
949 -8338.8959 -8338.8959 0.0 369.967 
950 -8338.8818 -8338.8818 0.0 369.9452 
951 -8338.8959 -8338.8959 0.0 369.9648 
952 -8342.0889 -8342.0889 0.0 373.2556 
953 -8329.9132 -8329.9132 0.0 376.3608 
954 -8342.7241 -8342.7241 0.0 372.3247 
955 -8342.7183 -8342.7183 0.0 372.4185 
956 -8342.7241 -8342.7241 0.0 372.3341 
957 -8342.7241 -8342.7241 0.0 372.332 
958 -8344.5542 -8344.5542 0.0 374.926 
959 -8328.706 -8328.706 0.0 377.2407 
960 -8345.9104 -8345.9104 0.0 373.9403 
961 -8345.8975 -8345.8975 0.0 374.0413 
962 -8345.9104 -8345.9104 0.0 373.9504 
963 -8347.3503 -8347.3503 0.0 377.6015 
964 -8330.676 -8330.676 0.0 380.93 
965 -8348.9189 -8348.9189 0.0 376.1155 
966 -8348.9046 -8348.9046 0.0 376.2668 
967 -8348.919 -8348.919 0.0 376.1306 
968 -8348.9189 -8348.9189 0.0 376.1261 
969 -8348.919 -8348.919 0.0 376.1306 
970 -8350.776 -8350.776 0.0 381.9561 
971 -8335.2005 -8335.2005 0.0 387.549 
972 -8352.0951 -8352.0951 0.0 379.7039 
973 -8352.0828 -8352.0828 0.0 379.9311 
974 -8352.0949 -8352.0949 0.0 379.7267 
975 -8352.0951 -8352.0951 0.0 379.7091 
976 -8352.095 -8352.095 0.0 379.7113 
977 -8352.0951 -8352.0951 0.0 379.7091 
978 -8353.5698 -8353.5698 0.0 378.1286 
979 -8335.9538 -8335.9538 0.0 376.2944 
980 -8355.2308 -8355.2308 0.0 378.8366 
981 -8355.2168 -8355.2168 0.0 378.7679 
982 -8355.2309 -8355.2309 0.0 378.8298 
983 -8355.2309 -8355.2309 0.0 378.8317 
984 -8355.2309 -8355.2309 0.0 378.8298 
985 -8356.364 -8356.364 0.0 381.5248 
986 -8336.4811 -8336.4811 0.0 384.0047 
987 -8358.4082 -8358.4082 0.0 380.364 
988 -8358.3895 -8358.3895 0.0 380.4828 
989 -8358.4083 -8358.4083 0.0 380.3759 
990 -8358.2443 -8358.2443 0.0 384.8678 
991 -8361.3435 -8361.3435 0.0 382.6392 
992 -8361.3139 -8361.3139 0.0 382.8661 
993 -8361.3433 -8361.3433 0.0 382.6619 
994 -8361.3434 -8361.3434 0.0 382.6448 
995 -8362.3866 -8362.3866 0.0 386.3857 
996 -8341.5386 -8341.5386 0.0 390.0086 
997 -8364.5722 -8364.5722 0.0 384.7283 
998 -8364.5534 -8364.5534 0.0 384.8957 
999 -8364.5723 -8364.5723 0.0 384.7451 
1000 -8364.5724 -8364.5724 0.0 384.7391 
1001 -8366.6391 -8366.6391 0.0 387.9947 
1002 -8349.8211 -8349.8211 0.0 391.2553 
1003 -8368.0365 -8368.0365 0.0 386.7428 
1004 -8368.0233 -8368.0233 0.0 386.8689 
1005 -8368.0366 -8368.0366 0.0 386.7553 
1006 -8368.0365 -8368.0365 0.0 386.7535 
1007 -8368.0366 -8368.0366 0.0 386.7553 
1008 -8368.9539 -8368.9539 0.0 387.7016 
1009 -8349.4401 -8349.4401 0.0 388.5384 
1010 -8371.0273 -8371.0273 0.0 387.2995 
1011 -8371.009 -8371.009 0.0 387.3413 
1012 -8371.0273 -8371.0273 0.0 387.3037 
1013 -8371.0884 -8371.0884 0.0 390.7039 
1014 -8349.6537 -8349.6537 0.0 393.8697 
1015 -8373.7105 -8373.7105 0.0 389.0554 
1016 -8373.6868 -8373.6868 0.0 389.2233 
1017 -8373.7106 -8373.7106 0.0 389.0722 
1018 -8374.0834 -8374.0834 0.0 390.733 
1019 -8353.9899 -8353.9899 0.0 392.1216 
1020 -8376.4334 -8376.4334 0.0 389.9753 
1021 -8376.412 -8376.412 0.0 390.0541 
1022 -8376.4333 -8376.4333 0.0 389.9832 
1023 -8376.4334 -8376.4334 0.0 389.9779 
1024 -8379.5817 -8379.5817 0.0 392.7553 
1025 -8367.9276 -8367.9276 0.0 395.5262 
1026 -8380.1805 -8380.1805 0.0 391.9677 
1027 -8380.1752 -8380.1752 0.0 392.0466 
1028 -8380.1807 -8380.1807 0.0 391.9755 
1029 -8232.1647 -8232.1647 0.0 391.0884 
1030 -8382.6897 -8382.6897 0.0 392.6986 
1031 -8226.4455 -8226.4455 0.0 382.9266 
1032 -8386.1243 -8386.1243 0.0 392.1571 
1033 -8340.3678 -8340.3678 0.0 392.6341 
1034 -8390.4906 -8390.4906 0.0 392.4318 
1035 -8390.4533 -8390.4533 0.0 392.4075 
1036 -8390.4907 -8390.4907 0.0 392.4295 
1037 -8357.0706 -8357.0706 0.0 383.5733 
1038 -8394.8165 -8394.8165 0.0 390.2908 
1039 -8394.777 -8394.777 0.0 390.5072 
1040 -8394.8165 -8394.8165 0.0 390.3124 
1041 -8373.0248 -8373.0248 0.0 386.5046 
1042 -8399.4112 -8399.4112 0.0 389.3219 
1043 -8399.3684 -8399.3684 0.0 389.4252 
1044 -8399.4111 -8399.4111 0.0 389.3322 
1045 -8399.4113 -8399.4113 0.0 389.3256 
1046 -8375.9025 -8375.9025 0.0 385.9136 
1047 -8403.5474 -8403.5474 0.0 388.5598 
1048 -8403.5077 -8403.5077 0.0 388.6427 
1049 -8403.5474 -8403.5474 0.0 388.568 
1050 -8386.8479 -8386.8479 0.0 390.2428 
1051 -8407.5021 -8407.5021 0.0 389.259 
1052 -8392.4106 -8392.4106 0.0 394.3734 
1053 -8410.9031 -8410.9031 0.0 390.992 
1054 -8396.3757 -8396.3757 0.0 387.8584 
1055 -8413.9644 -8413.9644 0.0 390.2567 
1056 -8401.4572 -8401.4572 0.0 383.9268 
1057 -8416.9884 -8416.9884 0.0 388.4787 
1058 -8401.9622 -8401.9622 0.0 380.5687 
1059 -8419.7343 -8419.7343 0.0 386.4222 
1060 -8402.1468 -8402.1468 0.0 387.4062 
1061 -8422.3756 -8422.3756 0.0 386.8791 
1062 -8402.5798 -8402.5798 0.0 390.9719 
1063 -8425.0093 -8425.0093 0.0 388.1415 
1064 -8406.5946 -8406.5946 0.0 395.3957 
1065 -8427.3944 -8427.3944 0.0 390.1967 
1066 -8415.858 -8415.858 0.0 385.9105 
1067 -8430.0247 -8430.0247 0.0 389.085 
1068 -8418.6537 -8418.6537 0.0 382.1073 
1069 -8432.4628 -8432.4628 0.0 387.2007 
1070 -8432.3269 -8432.3269 0.0 386.7296 
1071 -8432.4615 -8432.4615 0.0 387.154 
1072 -8432.4629 -8432.4629 0.0 387.196 
1073 -8425.8773 -8425.8773 0.0 383.689 
1074 -8435.2059 -8435.2059 0.0 386.1217 
1075 -8435.1144 -8435.1144 0.0 385.9043 
1076 -8435.2053 -8435.2053 0.0 386.1002 
1077 -8435.2058 -8435.2058 0.0 386.1196 
1078 -8429.3911 -8429.3911 0.0 390.2156 
1079 -8437.8868 -8437.8868 0.0 387.7545 
1080 -8437.8036 -8437.8036 0.0 388.0262 
