ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:    3638        58.3326       210.0538       670.4217        10.3537         -10515.8307       671.4203         0.0000         0.0000         0.0000          -8895.2486         0.0000     -8895.2486     -8895.2486         0.0000            460.3459       459.6309   1000000.0000       460.3459       459.6309
ENERGY:    3639        58.3324       210.0537       670.4217        10.3537         -10515.8304       671.4204         0.0000         0.0000         0.0000          -8895.2485         0.0000     -8895.2485     -8895.2485         0.0000            460.3457       459.6308   1000000.0000       460.3457       459.6308
ENERGY:    3640        58.3326       210.0538       670.4217        10.3537         -10515.8307       671.4203         0.0000         0.0000         0.0000          -8895.2486         0.0000     -8895.2486     -8895.2486         0.0000            460.3459       459.6309   1000000.0000       460.3459       459.6309
ENERGY:    3641        58.2780       209.9989       670.4743        10.4298         -10515.9940       671.2590         0.0000         0.0000         0.0000          -8895.5540         0.0000     -8895.5540     -8895.5540         0.0000            460.2734       459.7223   1000000.0000       460.2734       459.7223
ENERGY:    3642        58.8736       210.3903       670.5781        10.5798         -10515.5902       671.2814         0.0000         0.0000         0.0000          -8893.8870         0.0000     -8893.8870     -8893.8870         0.0000            459.9946       459.6317   1000000.0000       459.9946       459.6317
ENERGY:    3643        58.2237       209.9671       670.4506        10.3952         -10516.0030       671.2964         0.0000         0.0000         0.0000          -8895.6699         0.0000     -8895.6699     -8895.6699         0.0000            460.3222       459.7120   1000000.0000       460.3222       459.7120
ENERGY:    3644        58.2257       209.9679       670.4528        10.3983         -10516.0051       671.2918         0.0000         0.0000         0.0000          -8895.6687         0.0000     -8895.6687     -8895.6687         0.0000            460.3185       459.7140   1000000.0000       460.3185       459.7140
ENERGY:    3645        58.2239       209.9672       670.4509        10.3955         -10516.0033       671.2959         0.0000         0.0000         0.0000          -8895.6699         0.0000     -8895.6699     -8895.6699         0.0000            460.3218       459.7122   1000000.0000       460.3218       459.7122
ENERGY:    3646        58.2238       209.9672       670.4508        10.3954         -10516.0032       671.2961         0.0000         0.0000         0.0000          -8895.6699         0.0000     -8895.6699     -8895.6699         0.0000            460.3219       459.7121   1000000.0000       460.3219       459.7121
ENERGY:    3647        58.2238       209.9672       670.4508        10.3954         -10516.0032       671.2961         0.0000         0.0000         0.0000          -8895.6699         0.0000     -8895.6699     -8895.6699         0.0000            460.3220       459.7121   1000000.0000       460.3220       459.7121
